Número	Foto	A levar	Check-in	Nome	Descrição	Objetivo	Como Funciona?	Conceitos Chave	QR-code IG	Link IG	QR-code Fotos	Link Fotos	QR-code Youtube	Link Youtube	Situação	Observação	Tipo	Setor	Percurso	Acessórios	Eventos C	Eventos	Dimensões (L x C x A)	Peso (Kg)	Valor Aproximado  (R$)	Local
P030		FALSE	TRUE	Hiperboloide - Cubo Rotatório	Peça de madeira com acabamento tipo marfim, apresentando um cubo metálico pintado em branco que gira em torno de uma diagonal interna, movido por motor elétrico.	Demonstrar, de forma dinâmica, como retas podem gerar superfícies regradas, como o hiperbolóide de uma folha.	Ao acionar o botão, o cubo gira em torno de uma diagonal. As arestas que contêm o eixo formam superfícies cônicas de revolução; as demais formam o hiperbolóide de revolução.	Hiperbolóide, superfície regrada, revolução, retas geradoras, geometria espacial, superfícies quádricas.		https://drive.google.com/file/d/1iBrEceK-qR_oCs_5lwmOGa6vuClARKRT/view?usp=sharing		https://photos.app.goo.gl/WN5utaMZnC8895yx7		https://www.youtube.com/playlist?list=PLHiOaPPoa2tCuiywUfVrrYX3uqnmuANPZ	5	xxxx	Peça	Geometria das Curvas e Superfícies	Superfícies Regradas	A017;A033;A040;A083	E000;E001;E002;E007;EM01	E000;E001;E002;E007;EM01	60 cm x 50 cm x 75 cm	12,20000	R$500,00	LDM
P031		FALSE	TRUE	Sela no Teto	Duas peças de madeira, fixa, interligadas por fios de barbante.	Observar um paraboloide hiperbólico, chamado de sela, classificada como superfície regrada. Visualizar de maneira concreta o conceito abstrato de superfície regrada, servindo como base para compreender outras superfícies da geometria espacial.	A peça representa parte de uma superfície regrada, uma superfície não plana, denominada Paraboloide Hiperbólico ou Sela, formada por fios presos a uma base móvel. Note que apesar de todos os fios representarem retas, conseguimos visualizar  superfícies não planas formada por estas retas movimentando a base. É claro que aqui o número de retas (fios) é limitado, mas teoricamente o que temos são infinitas retas formando a superfície. Observe que a superfície inicial é uma superfície plana.	Hiperbolóide, superfície regrada, revolução, retas geradoras, geometria espacial, superfícies quádricas.		https://drive.google.com/file/d/11e_g3u4BMAKU2hrMJTZYqdHyxLI2U-cT/view?usp=sharing		https://photos.app.goo.gl/WiFpnrk2khHrukzt9		https://www.youtube.com/playlist?list=PLHiOaPPoa2tANrrFKJ6H45tVdqNkBtFrT	2	Escolher um lugar para fazer a montagem.	Peça	Geometria das Curvas e Superfícies	Superfícies Regradas	A083	xxxx	xxxx	200 cm x 150 cm x 140 cm	0,00000	R$ 300,00	LDM
P032		FALSE	TRUE	Ciclóide - Tautócrona e Braquistócrona	Peça de madeira com acabamento tipo marfim	Observar as propriedades tautócrona e braquistócrona da ciclóide	São dois experimentos com bolinhas. No primeiro, posiciona as duas bolinhas na parte superior das canaletas (onde existe uma lingueta) e depois abre-se a lingueta e observa o percurso das bolinhas para descobrir qual das bolinhas chega mais rápido. No segundo experimento, posiciona as duas bolinhas em qualquer lugar da canaleta que representa a cicloide, soltando-as ao mesmo tempo e observando qual chega primeiro no ponto mais baixo da canaleta	Ciclóide, Braquistócrona, Tautócrona, Gravidade, Geometria tridimensional, Curvas matemáticas		https://drive.google.com/file/d/1a15rmcPiLBNRh2tNsUDtMaxQtvi45F2U/view?usp=sharing		https://photos.app.goo.gl/MRHxbY8Vxiitffdz7		https://www.youtube.com/playlist?list=PLHiOaPPoa2tB_sO34V8mCYmA3pm_Wk92S	5	xxxx	Peça	Geometria das Curvas e Superfícies	Curvas Transcendentes	A028	E001;E002;E007	E001;E002;E007	60 cm x 250 cm x 190 cm	25,00000	R$1.500,00	MUDI
P033		FALSE	TRUE	Ciclóide – Traçador I	Peça de madeira com acabamento tipo marfim, acompanhada de dois dispositivos geradores de cicloide. 	Traçar a cicloide em dois tamanhos distintos.	O visitante desliza o dispositivo sobre o trilho, mantendo a caneta encostada à superfície de desenho.	Cicloide, rotação, translação, curvas transcendentes, movimento composto.		https://drive.google.com/file/d/1F81Z5htjRwSdz4zRn4af6kWy6Rh6Wc6O/view?usp=sharing		https://photos.app.goo.gl/aaze4V6VG7Yby7vQ8		https://www.youtube.com/playlist?list=PLHiOaPPoa2tCnJt6kAHfzUyW0xCfofL5u	5	xxxx	Peça	Geometria das Curvas e Superfícies	Curvas Transcendentes	A013;A014	xxxx	xxxx	55 cm x 180 cm x 127 cm	32,00000	R$ 500,00	LDM
P034		FALSE	TRUE	Ciclóide – Traçador II	Peça em MDF branco com círculos de vários raios feitos em MDF marfim.	Traçar cicloides em diversos tamanhos.	Um círculo preso ao trilho rola enquanto o visitante mantém a caneta contra o quadro branco.	Cicloide, curva transcendental, movimento composto, rolamento.		https://drive.google.com/file/d/1dbK2qGZna0ulIe5hE_Mz_Be1JjU3eLad/view?usp=sharing		https://photos.app.goo.gl/hdRrtjmP2Ws6fWRBA		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBuxMBsLxdG7BCzWL4Z6gd1	5	xxxx	Peça	Geometria das Curvas e Superfícies	Curvas Transcendentes	A013;A014	xxxx	xxxx	50 cm x 112 cm x 8 cm	9,10000	R$200,00	LDM
P035		FALSE	TRUE	Espiral de Arquimedes - Plataforma Rotatória	Peça de madeira com acabamento tipo marfim, plastificação superior na cor preta e plataforma circular branca em fórmica, sustentada por motor elétrico.	Permitir a construção física da espiral de Arquimedes, combinando movimentos linear e circular.	Ao girar a plataforma e mover o pincel em linha reta e com velocidade constante, o visitante desenha uma espiral de Arquimedes.	Espiral de Arquimedes, movimento uniforme, curva transcendental, coordenadas polares, geometria do movimento.		https://drive.google.com/file/d/1F_IdmlAiYmcCw6x-BMnFyxwzfZstxjBH/view?usp=sharing		https://photos.app.goo.gl/qTayzic7v5UVgz6W8		https://www.youtube.com/playlist?list=PLHiOaPPoa2tCMcqURH6uhVILj3ieaUTKc	5	xxxx	Peça	Geometria das Curvas e Superfícies	Curvas Transcendentes	A017	E001;E002;E007	E001;E002;E007	60 cm x 58 cm x 25 cm	19,00000	R$ 350,00	LDM
P036		FALSE	TRUE	Máquina de Catástrofe Gravitacional	Lâmina parabólica de acrílico apoiada sobre dois suportes curvos.	Visualizar a instabilidade e observar regiões de equilíbrio e salto.	Um ímã atua como centro de massa; ao movê-lo, o equilíbrio varia e pode mudar repentinamente.	Singularidade, Cúspide, Estabilidade, Catástrofe de Thom.		https://drive.google.com/file/d/1HDiRNXI4_RurV-iAyaU8FVUwphaMqU3l/view?usp=sharing		https://photos.app.goo.gl/5b2BRFCL4txNvnLB7		https://www.youtube.com/playlist?list=PLHiOaPPoa2tB4pzfjqZpjZETt210lKghd	5	xxxx	Peça	Geometria das Curvas e Superfícies	Singularidades	A030	xxxx	xxxx	8 cm x 48,7 cm x 32 cm	0,10000	R$350,00	LDM
P037		FALSE	TRUE	Máquina de Catástrofe de Zeeman	Disco de PVC fixado ao centro, preso por dois elásticos em pontos distintos.	Visualizar estabilidade múltipla e mudanças abruptas de equilíbrio.	Ao mover um dos elásticos, o disco muda sua posição de equilíbrio, às vezes de forma repentina.	Astroid, Cúspides, Estabilidade múltipla, Catástrofe.		https://drive.google.com/file/d/1G_oJiiGJrCORvJcbh08cJnC4YQ2JOLPW/view?usp=sharing		https://photos.app.goo.gl/U662qAKBpwJqzTJ69		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBhODGuCBXjG3hLUDVa61M3	5	xxxx	Peça	Geometria das Curvas e Superfícies	Singularidades	A013;A014;A031	xxxx	xxxx	50 cm x 80 cm x 6 cm	5,60000	R$ 350,00	LDM
P038		FALSE	TRUE	Mecanismo da Máquina de Costura Antiga	Estrutura de madeira e ferro contendo roda, pedal e barra articulada.	Demonstrar singularidades mecânicas e pontos de travamento.	O mecanismo possui posições críticas onde o movimento do pedal não consegue mover a roda; a inércia é necessária para superar essas posições.	Travamento mecânico, Cinemática, Singularidades físicas.		https://drive.google.com/file/d/11dcyEunXd4WsltwO0vQuemZL9DMuSnPg/view?usp=sharing		https://photos.app.goo.gl/fqWyKGAjceuhggHL8		https://www.youtube.com/playlist?list=PLHiOaPPoa2tD3s2zqzug14jco9dVTiZjW	5	xxxx	Peça	Geometria das Curvas e Superfícies	Singularidades	xxxx	xxxx	xxxx	62 cm x 18 cm x 78 cm	13,50000	R$500,00	LDM
P039		FALSE	TRUE	Programa Simis Teste - Fase I	Aplicativo que apresenta figuras individualmente e solicita ao usuário identificar se são simétricas ou não.	Desenvolver percepção rápida de simetria e diferenciação entre figuras simétricas e não simétricas.	Usuário visualiza figura, escolhe “Simétrico” ou “Não simétrico”, recebe feedback e prossegue para próxima.	simetria, eixo de reflexão, rotação, percepção visual.		https://drive.google.com/file/d/1Xw4sq5ttqI3xLvpd-i8YOFkhJl9bem3i/view?usp=sharing		https://photos.app.goo.gl/t5vWARK8pPJ4BU1n7		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDx0QMae6qAaCYe_45KzkVK	4	Rever figuras e adpatar layout.	Peça	Simetrias	Conceito de Invariância e Padrão	A032	E003	E003	541 Kb x 0 cm x 0 cm x 0 cm	0,00000	R$ 0,00	LDM
P040		FALSE	TRUE	Simetria como Invariância I - Mosaico Azul	Mesa composta por acrílico com figura impressa em cores azul, amarelo e vermelho acompanhado de duas peças também de acrílico (1 quadrada e 1 retangular)	Visualizar a invariância de uma figura simétrica mediante certas transformações	O visitante movimenta as partes sobre a figura maior do mosaico e tenta identificar os eixos e centros de simetria. Ao fazer certos giros, translados ou espelhamentos, e deverá notar que o a figura toda se mantém invariante	Simetria, invariância, rotação, reflexão, transformação geométrica		https://drive.google.com/file/d/1iqkAFZ6VxydgCtrV7fpXNvEuzNu3pV5Z/view?usp=sharing		https://photos.app.goo.gl/GD9NcT7tjFdW6UTU6		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDHAjBVJA_4kw9h367c9qqm	5	xxxx	Peça	Simetrias	Conceito de Invariância e Padrão	xxxx	E001;E002;E003;E007;E004	E001;E002;E003;E007;E004	82 cm x 82 cm x 2 cm	5,50000	R$100,00	LDM
P041		FALSE	TRUE	Simetria por Padrão I - Mosaico Azul	Painel com figuras geométricas repetidas por transformações planas	Compreender a formação de padrões periódicos e suas simetrias associadas	O visitante observa as repetições e identifica a figura básica que gera o padrão	Padrão, tesselação, simetria, translação, repetição		https://drive.google.com/file/d/1OZyJa8d86tTlpXi-eN7UbWmEsUosct0c/view?usp=sharing		https://photos.app.goo.gl/NBe2qEAWsiVUQz676		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAGtRq8c0HdPGmKA89EbU3U	5	xxxx	Peça	Simetrias	Conceito de Invariância e Padrão	xxxx	E001;E002;E003;E007;E004	E001;E002;E003;E007;E004	82 cm x 82 cm x 2 cm	5,50000	R$ 100,00	LDM
P042		FALSE	TRUE	Mecanismo Articulado - Translação	Peça em MDF branco com articulações em alumínio, demonstrando o movimento de translação.	Mostrar como a translação desloca figuras planas sem deformação.	O articulado forma um paralelogramo, garantindo que cada ponto mova-se segundo o mesmo vetor.	Translação, vetor, paralelogramo, isometria, congruência.		https://drive.google.com/file/d/11L_W8jJQEGrzDSq-HB4fxGmrqNvPuSql/view?usp=sharing		https://photos.app.goo.gl/BycT8nUcCTfkPgDA8		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBB8annFcpofA0VfWyTEqf3	5	xxxx	Peça	Simetrias	Isometrias Planas	A013;A014	E001;E002;E003;E007;E004	E001;E002;E003;E007;E004	50 cm x 100 cm x 5 cm	6,60000	R$300,00	LDM
P043		FALSE	TRUE	Mecanismo Articulado - Rotação	Estrutura articulada que demonstra o movimento de rotação no plano.	Representar rotações com ângulo e centro definidos.	Os triângulos articulados garantem congruência e a rotação simultânea dos pontos.	Rotação, ângulo, centro, congruência, simetria.		https://drive.google.com/file/d/18zy4guo2BdhhNq9Wzc-de0FE5jVBo0kp/view?usp=sharing		https://photos.app.goo.gl/c6TSdQJGfkK3XkhL6		https://www.youtube.com/playlist?list=PLHiOaPPoa2tCv39xq1RNEFObOMttHCgOL	5	xxxx	Peça	Simetrias	Isometrias Planas	A013;A014	E001;E002;E003;E007;E004	E001;E002;E003;E007;E004	50 cm x 100 cm x 5 cm	6,60000	R$ 300,00	LDM
P044		FALSE	TRUE	Mecanismo Articulado - Reflexão	Peça articulada de MDF e alumínio que representa o movimento de reflexão.	Mostrar a simetria em torno de uma reta.	A forma de losango garante reflexões exatas entre lados opostos.	Reflexão, simetria axial, mediatriz, orientação.		https://drive.google.com/file/d/13ZSAm5TPQlW8cP31KV-D9m71ecUNEmzr/view?usp=sharing		https://photos.app.goo.gl/P9rG3S2bk33jFJX78		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBjjzVOKwaQl-xiNgRMhmZe	5	xxxx	Peça	Simetrias	Isometrias Planas	A013;A014	E001;E002;E003;E007;E004	E001;E002;E003;E007;E004	50 cm x 100 cm x 5 cm	6,60000	R$300,00	LDM
P045		FALSE	TRUE	Mecanismo Articulado -Glissoreflexão	Peça articulada de MDF e alumínio combinando propriedades de reflexão e translação.	Representar a reflexão com deslizamento.	O articulado combina o losango (reflexão) e o paralelogramo (translação) simultaneamente.	Glissoreflexão, simetria composta, isometria, frisos.		https://drive.google.com/file/d/1zaeR-Aa-PziADn73lBytFZ9JjWl6rmlP/view?usp=sharing		https://photos.app.goo.gl/hCeijRQXZVMrsWdA6		https://www.youtube.com/playlist?list=PLHiOaPPoa2tCp_yXZnOt_86-jyz0s7FoU	5	xxxx	Peça	Simetrias	Isometrias Planas	A013;A014	E001;E002;E003;E007;E004	E001;E002;E003;E007;E004	50 cm x 100 cm x 5 cm	6,60000	R$ 300,00	LDM
P046		FALSE	TRUE	Rosetas- Espelho com Fissura	Espelho plano com fissura central para observação de simetrias de reflexão.	Demonstrar a simetria de reflexão e a formação de rosetas diedrais.	A fissura funciona como eixo de simetria; as figuras refletidas se completam.	Reflexão, eixo de simetria, roseta diedral, isometria.		https://drive.google.com/file/d/1MigjE_5AKd3q45eqW6cAkENBM6j72qpK/view?usp=sharing		https://photos.app.goo.gl/KvMkV7BrCssTS91T9		https://www.youtube.com/playlist?list=PLHiOaPPoa2tCZ_aY9RcsSDW7UjKoHIvcn	4	Tirar com Tiner as colas de adesivos	Peça	Simetrias	Rosetas e Frisos	A035	E001;E002;E003;E007;E004	E001;E002;E003;E007;E004	40 cm x 50 cm x 22 cm	3,40000	R$200,00	LDM
P047		FALSE	TRUE	Rosetas - Espelhos Articulados	Par de espelhos articulados com base, permitindo formar rosetas por reflexão múltipla.	Mostrar a formação de padrões circulares com simetrias de rotação e reflexão.	O número de reflexos depende do ângulo entre os espelhos.	Reflexão múltipla, simetria de rotação, roseta cíclica e diedral.		https://drive.google.com/file/d/1bq9U21roT8LJi6e_muqjTArJRnc_6XV2/view?usp=sharing		https://photos.app.goo.gl/ajeJQtXtECHow8JK8		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDs6JwB7qcIQGIICSN_s_WT	4	Tirar com Tiner as colas de adesivos	Peça	Simetrias	Rosetas e Frisos	A035	E001;E002;E003;E007;EM01;E004	E001;E002;E003;E007;EM01;E004	40 cm x 70 cm x 22 cm	4,10000	R$ 200,00	LDM
P048		FALSE	TRUE	Frisos - Espelhos Paralelos	Par de espelhos planos paralelos que criam sequências de reflexos periódicos.	Demonstrar simetrias de reflexão e translação nos frisos.	A repetição infinita surge da sucessão de reflexões paralelas.	Friso, simetria, translação, reflexão, periodicidade.		https://drive.google.com/file/d/1Cxk99ewR06VxyHVJeNSM12UbDxaYFLmu/view?usp=sharing		https://photos.app.goo.gl/jEPbWtpim4x3hfKq5		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAsrBa_Ga4bZoH4FzP34hCl	4	Tirar com Tiner as colas de adesivos	Peça	Simetrias	Rosetas e Frisos	A035	E001;E002;E003;E007;EM01;E004	E001;E002;E003;E007;EM01;E004	40 cm x 44 cm x 22 cm	5,70000	R$200,00	LDM
P049		FALSE	TRUE	Frisos - Câmara de Três Lados	Estrutura triangular de espelhos que gera padrões múltiplos por reflexões sucessivas.	Mostrar a combinação de simetrias de frisos e rosetas.	As reflexões sucessivas formam padrões periódicos.	Reflexão múltipla, frisos, rosetas, simetria composta.		https://drive.google.com/file/d/1BbBSGVnxJFRq5mMl0RRRv4af1Sm9d236/view?usp=sharing		https://photos.app.goo.gl/vXaLwSP9AGxzhJS89		https://www.youtube.com/playlist?list=PLHiOaPPoa2tARAUXAc3Uv1hTxMgRlfl2I	4	Tirar com Tiner as colas de adesivos	Peça	Simetrias	Rosetas e Frisos	A035	E001;E002;E003;E007;E004	E001;E002;E003;E007;E004	22 cm x 20 cm x 19 cm	2,20000	R$ 200,00	LDM
P050		FALSE	TRUE	Rosetas - Refletor Facial	Espelho semicircular montado em suporte para observação de simetria facial.	Demonstrar a reflexão no contexto do corpo humano.	O espelho reflete metade do rosto, completando-o por simetria.	Reflexão, simetria bilateral, percepção, estética.		https://drive.google.com/file/d/1pMTR93rHD_-UdwVrrPYQLE4l0gpX16ai/view?usp=sharing		https://photos.app.goo.gl/bm9zpWzUiZG9zKAi6		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBeiWt3R7I4Hf69GBtU15HB	4	Tirar com Tiner as colas de adesivos	Peça	Simetrias	Rosetas e Frisos	xxxx	E001;E002;E003;E007;E004	E001;E002;E003;E007;E004	15 cm x 15 cm x 20 cm	1,00000	R$200,00	LDM
P051		FALSE	TRUE	Programa Simis Face	Aplicativo que carrega uma fotografia e exibe quatro versões — original, espelhada, reflexo à direita e reflexo à esquerda — permitindo comparar a simetria facial.	Explorar a noção de simetria axial e suas implicações perceptivas e estéticas.	O software aplica transformações geométricas de reflexão em regiões selecionadas da imagem e exibe os resultados lado a lado.	Reflexão, simetria bilateral, assimetria, percepção visual, transformações geométricas, estética.		https://drive.google.com/file/d/1w3kB2CG7xm7zgdXtl8sYS_Qy7MTx8TKO/view?usp=sharing		https://photos.app.goo.gl/9ChKEUsZEsFuYSvg8		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDx0QMae6qAaCYe_45KzkVK	5	Rever figuras e adpatar layout.	Peça	Simetrias	Rosetas e Frisos	A032	E001;E002;E003;E007;E004	E001;E002;E003;E007;E004	511 Kb x 0 cm x 0 cm x 0 cm.	0,00000	R$ 0,00	LDM
P052		FALSE	TRUE	Programa Simis Cam	Software que divide a imagem capturada pela webcam ao meio e reflete um dos lados.	Visualizar simetria de reflexão do rosto.	O programa cria espelhamentos digitais em tempo real.	Reflexão, simetria bilateral, imagem especular, percepção visual.		https://drive.google.com/file/d/1KObOnJyG3ymRRZHGCZvWRFWHpHtARa9_/view?usp=sharing		https://photos.app.goo.gl/DBvaiJXuh7fTuAHt7		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDx0QMae6qAaCYe_45KzkVK	5	Rever figuras e adpatar layout.	Peça	Simetrias	Rosetas e Frisos	A032	xxxx	xxxx	589 Kb x 0 cm x 0 cm x 0 cm.	0,00000	R$0,00	LDM
